FID,VDC_Jur,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,NAME_5,CF_area,CF,Frst_size,Frst,Gap_size,Gaps,Floss_size,Floss,Mean_dist,CF_F,Floss_CF,Floss_Frst
118,Baglung_Akhikarichaur,NPL.5.1.1.1_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Akhikarichaur,NA,Village development committee,Village development committee,NA,Akhikarichaur,1547.55,10,2482.106844,1,43.2335469,1100,2.796732938,154,188.168092,0.623482427,0.0018072,0.00113
119,Baglung_Amalachaur,NPL.5.1.1.2_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Amalachaur,NA,Village development committee,Village development committee,NA,Amalachaur,45.18,5,396.5061392,21,10.38405274,343,0,0,0,0.113945272,0,0
120,Baglung_Amarbhumi,NPL.5.1.1.3_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Amarbhumi,NA,Village development committee,Village development committee,NA,Amarbhumi,234.59,5,1867.089843,5,50.07979324,997,0.231380291,15,173.3029214,0.12564473,0.000986318,0.00012
121,Baglung_Andheri,NPL.5.1.1.4_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Andheri(Narayanstha,NA,Village development committee,Village development committee,NA,Andheri,0,0,135.0416591,12,3.768537809,161,0.00823087,1,0,0,0,0.00006
122,Baglung_Argal,NPL.5.1.1.5_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Argal,NA,Village development committee,Village development committee,NA,Argal,129.27,5,1918.382698,14,40.47046147,1715,0.58956097,40,444.4199776,0.067384886,0.004560694,0.00031
123,Baglung_Arjewa,NPL.5.1.1.6_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Arjewa,NA,Village development committee,Village development committee,NA,Arjewa,53.58,2,12910.14804,44,214.5281475,7610,20.77742098,1183,85.76093756,0.004150224,0.387783146,0.00161
124,Baglung_Batakachaur,NPL.5.1.1.7_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Batakachaur,NA,Village development committee,Village development committee,NA,Batakachaur,228.46,10,1328.658967,2,32.18078215,596,0,0,0,0.17194781,0,0
125,Baglung_Bhakunde,NPL.5.1.1.8_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bhakunde,NA,Village development committee,Village development committee,NA,Bhakunde,272,8,911.3841624,2,14.90228661,285,0.09430126,13,259.7268377,0.298447144,0.000346696,0.0001
126,Baglung_Bhimpokhara,NPL.5.1.1.9_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bhimpokhara,NA,Village development committee,Village development committee,NA,Bhimpokhara,227.44,9,1885.843371,1,49.61265651,690,0.654443895,35,221.6213967,0.120603865,0.002877435,0.00035
127,Baglung_Bhinggithe,NPL.5.1.1.10_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bhinggithe,NA,Village development committee,Village development committee,NA,Bhinggithe,433.39,6,1102.246321,7,25.09282436,2129,0,0,0,0.393187976,0,0
128,Baglung_Bihunkot,NPL.5.1.1.11_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bihunkot,NA,Village development committee,Village development committee,NA,Bihunkot,310.28,10,1020.241872,2,27.90402578,503,0.049370665,5,95.56618416,0.304123962,0.000159116,0.00005
129,Baglung_Binamare,NPL.5.1.1.12_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Binamare,NA,Village development committee,Village development committee,NA,Binamare,58.07,2,281.3559378,10,12.74442225,260,0.016469224,2,0,0.206393369,0.00028361,0.00006
130,Baglung_Boharagaun,NPL.5.1.1.13_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Boharagaun,NA,Village development committee,Village development committee,NA,Boharagaun,453.37,5,3819.324938,5,68.8648804,4491,1.539419892,69,270.4717741,0.118704223,0.003395505,0.0004
131,Baglung_Bongadovan,NPL.5.1.1.14_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bongadovan,NA,Village development committee,Village development committee,NA,Bongadovan,1151.78,10,6147.726653,23,134.593659,9812,2.327835716,145,243.6648723,0.187350555,0.002021077,0.00038
132,Baglung_Bowang,NPL.5.1.1.15_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Bowang,NA,Village development committee,Village development committee,NA,Bowang,911.93,35,13129.65129,11,216.0042189,4135,10.95684106,715,113.0294178,0.069455767,0.012015002,0.00083
133,Baglung_Burtiwang,NPL.5.1.1.16_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Burtiwang,NA,Village development committee,Village development committee,NA,Burtiwang,541.96,13,5743.972218,11,75.20709342,3022,1.255663345,58,203.3486111,0.094352824,0.002316893,0.00022
134,Baglung_Chhisti,NPL.5.1.1.17_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Chhisti,NA,Village development committee,Village development committee,NA,Chhisti,433.88,11,565.2181075,23,28.11729772,794,0.008236383,1,124.9968294,0.767632873,1.89831E-05,0.00001
135,Baglung_Dagatundada,NPL.5.1.1.18_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Dagatundada,NA,Village development committee,Village development committee,NA,Dagatundada,259.55,13,781.574278,4,24.5589758,461,0.02468626,2,39.84129657,0.332086159,9.51118E-05,0.00003
136,Baglung_Damek,NPL.5.1.1.19_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Damek,NA,Village development committee,Village development committee,NA,Damek,672.9,8,1919.050147,9,63.07534322,1114,0.024818338,2,71.13887246,0.350642218,3.68827E-05,0.00001
137,Baglung_Darling,NPL.5.1.1.20_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Darling,NA,Village development committee,Village development committee,NA,Darling,356.77,5,528.6105075,30,22.49080242,830,0.057581087,5,51.6009329,0.674920371,0.000161396,0.00011
138,Baglung_Devisthan,NPL.5.1.1.21_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Devisthan,NA,Village development committee,Village development committee,NA,Devisthan,501.47,7,1740.225977,17,78.06686974,6176,0.245131948,11,340.0090283,0.288163725,0.000488827,0.00014
139,Baglung_Dhamja,NPL.5.1.1.22_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Dhamja,NA,Village development committee,Village development committee,NA,Dhamja,172.37,4,595.5970587,3,18.9246909,686,0,0,0,0.289407071,0,0
140,Baglung_Dhudhilabhati,NPL.5.1.1.23_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Dhudhilabhati,NA,Village development committee,Village development committee,NA,Dhudhilabhati,602.66,7,1964.80926,3,37.26401877,640,0.06283149,8,356.5939787,0.306726975,0.000104257,0.00003
141,Baglung_Dhullubaskot,NPL.5.1.1.24_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Dhullubaskot,NA,Village development committee,Village development committee,NA,Dhullubaskot,125.09,3,916.8554098,17,25.57026025,651,0.066145647,7,9.100974235,0.136433726,0.000528784,0.00007
142,Baglung_DhulluGaidi,NPL.5.1.1.25_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,DhulluGaidi,NA,Village development committee,Village development committee,NA,DhulluGaidi,0,0,213.28465,12,8.911701989,266,0.008169621,1,50.47612861,0,0,0.00004
143,Baglung_Gwalichaur,NPL.5.1.1.26_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Gwalichaur,NA,Village development committee,Village development committee,NA,Gwalichaur,203.05,8,940.8120717,9,21.36087456,698,0,0,0,0.215824186,0,0
144,Baglung_Harichaur,NPL.5.1.1.27_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Harichaur,NA,Village development committee,Village development committee,NA,Harichaur,394.07,10,1287.536169,4,57.36026101,841,0.197930667,18,212.2158455,0.306065188,0.000502273,0.00015
145,Baglung_Hatiya,NPL.5.1.1.28_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Hatiya,NA,Village development committee,Village development committee,NA,Hatiya,346.76,10,2274.609031,6,30.28765053,602,0.041354308,5,114.6068194,0.152448177,0.000119259,0.00002
146,Baglung_Heel,NPL.5.1.1.29_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Heel,NA,Village development committee,Village development committee,NA,Heel,444.62,6,1259.613083,15,37.02555097,1178,0.355586644,30,103.5758194,0.352981408,0.000799754,0.00028
147,Baglung_Hugdisheer,NPL.5.1.1.30_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Hugdisheer,NA,Village development committee,Village development committee,NA,Hugdisheer,366.6,14,1670.14446,6,31.78410157,670,0.074477558,8,173.2771326,0.21950197,0.000203158,0.00004
148,Baglung_Jaljala,NPL.5.1.1.31_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Jaljala,NA,Village development committee,Village development committee,NA,Jaljala,283.77,6,2026.369857,4,36.60814394,904,0,0,0,0.140038601,0,0
149,Baglung_Kalika,NPL.5.1.1.32_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Kalika,NA,Village development committee,Village development committee,NA,Kalika,251.7,11,276.7368223,18,15.400304,349,0,0,0,0.909528403,0,0
150,Baglung_Kandebas,NPL.5.1.1.33_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Kandebas,NA,Village development committee,Village development committee,NA,Kandebas,265.95,9,1289.610676,1,19.3991417,337,0.008274253,1,245.7008584,0.20622503,3.11121E-05,0.00001
151,Baglung_Khunga,NPL.5.1.1.34_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Khunga,NA,Village development committee,Village development committee,NA,Khunga,315.91,9,2292.465383,18,51.94838664,3603,0.124003383,10,405.2685918,0.137803608,0.000392528,0.00005
152,Baglung_Kusmishera,NPL.5.1.1.35_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Kusmishera,NA,Village development committee,Village development committee,NA,Kusmishera,35.61,5,552.6158633,9,35.46467864,682,0,0,0,0.064438975,0,0
153,Baglung_Lekhani,NPL.5.1.1.36_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Lekhani,NA,Village development committee,Village development committee,NA,Lekhani,396.62,2,610.8223839,21,24.47053199,530,0,0,0,0.649321326,0,0
154,Baglung_Malikathota,NPL.5.1.1.37_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Malikathota,NA,Village development committee,Village development committee,NA,Malikathota,0,0,690.6509139,7,18.29744672,502,0.223083893,14,105.2768815,0,0,0.00032
155,Baglung_Malma,NPL.5.1.1.38_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Malma,NA,Village development committee,Village development committee,NA,Malma,603.12,11,850.9833381,8,28.13941053,859,0,0,0,0.70873303,0,0
156,Baglung_Narethanti,NPL.5.1.1.39_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Narethanti,NA,Village development committee,Village development committee,NA,Narethanti,336.67,11,1191.931219,4,29.55335003,704,0,0,0,0.282457573,0,0
157,Baglung_Nisi,NPL.5.1.1.40_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Nisi,NA,Village development committee,Village development committee,NA,Nisi,495.09,11,4648.785965,15,117.709527,6091,2.407280111,138,278.1606969,0.106498773,0.004862308,0.00052
158,Baglung_Paiyunpata,NPL.5.1.1.41_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Paiyunpata,NA,Village development committee,Village development committee,NA,Paiyunpata,64.96,8,538.7367704,6,14.97420308,341,0.082661927,5,82.5032515,0.120578367,0.001272505,0.00015
159,Baglung_Paiyunthanthap,NPL.5.1.1.42_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Paiyunthanthap,NA,Village development committee,Village development committee,NA,Paiyunthanthap,11.63,3,597.7054294,18,23.96470466,678,0.016546801,2,0,0.019457745,0.001422769,0.00003
160,Baglung_Palakot,NPL.5.1.1.43_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Palakot,NA,Village development committee,Village development committee,NA,Palakot,144.24,9,414.6364378,12,22.46111422,498,0,0,0,0.347871019,0,0
161,Baglung_Pandavkhani,NPL.5.1.1.44_1,NPL,Nepal,NPL.5_1,West,NPL.5.1_1,Dhaualagiri,NPL.5.1.1_1,Baglung,Pandavkhani,NA,Village development committee,Village development committee,NA,Pandavkhani,386.02,10,1727.961127,2,32.51550867,551,1.255544963,53,216.1216086,0.223396229,0.003252539,0.00073
